Sno,Generic/Quantity,Package Unit,Price(in Rs.)
1768,Thiamine   2 mgRiboflavin   2 mgPyridoxine   1 mgNiacinamide   20 mgD-Panthenol   4 mg,100 ml,14.43
1769,Vit C   75 mgCitrus Bioflavonoid   150 mgMenadione   0.66 mgFerrous Gluconate   67 mgTribasic Calcium Phosphate   144.43 mg,10 Capsule,23.44
1770,Theophylline   80 mgEphedrine   12 mgPhenobarbitone   4 mgGuaiphenesin   50 mgAlcohol   0.55 ml,200 ml,24.88
1771,Silver Sulphadiazine   1% w/wChlorhexadine Gluconate   0.2% w/wAloe Vera   15% w/wAllantoin   0.1% w/wChlorcresol   0.1% w/w,10 gm,6.42
1772,Salbutamol   1 mgBromhexine   2 mgGuaiphenesin   5 mgMenthol   0.5 mg,60 ml,9.94
1773,Salbutamol   1 mgChlorpheniramine Maleate   1 mgTheophylline   30 mgMenthol   1 mgSodium Citrate   75 mg,100 ml,13.61
1774,Rifampicin   200 mgIsoniazid   75 mgPyrazinamide   250 mgPyridoxine   2.5 mg,10 Tablet,14.88
1775,Rifampicin   450 mgIsoniazid   300 mgEthambutol   800 mgPyrazinamide   750 mgPyridoxine   10 mg,4 Capsule,10.76
1776,Rifampicin   450 mgIsoniazid   225 mgPyrazinamide   1200 mgEthambutol   825 mgPyridoxine   10 mg,3.04 gm,12.55
1777,Rifampicin   600 mgIsoniazid   300 mgPyrazinamide   1500 mgEthambutol   800 mgPyridoxine   10 mg,1 kit,10.26
1778,Rifampicin   225 mgIsoniazid   150 mgPyrazinamide   750 mgEthambutol   400 mgPyridoxine   10 mg,1 Kit,4.5
1779,Chlorpheniramine Maleate   1 mgSalbutamol   1 mgTheophylline   30 mgMenthol   1 mgSodium Citrate   75 mg,100 ml,13.61
1780,Pheniramine Maleate   1 mgPseudoephedrine   15 mgMenthol   1 mgParacetamol   125 mgSodium Citrate   60 mg,60 ml,12.59
1781,Iodochlorohydroxyquinoline   10 mgBetamethasone   0.643 mgGentamicin   1 mgTolnaftate   10 mgChlorocresol   1 mg,5 gm,5.86
1782,Iodochlorohydroxyquinoline   10 mgGentamicin   1 mgTolnaftate   10 mgChlorocresol   0.1% w/wClotrimazole   10 mg,10 gm,7.25
1783,Iodochlorohydroxyquinoline   10 mgTolnaftate   10 mgClobetasone Butyrate   0.5 mgClotrimazole   10 mgNeomycin   5 mg,15 gm,11.36
1784,Iodochlorohydroxyquinoline   1% w/wBeclomethasone   0.025% w/wGentamicin   0.2% w/wTolnaftate   1% w/wChlorocresol   0.1% w/w,10 gm,8.36
1785,Iodochlorohydroxyquinoline   15 mgBetamethasone   0.61 mgGentamicin   1 mgTolnaftate   15 mgChlorocresol   1 mg,10 gm,10.48
1786,Iodochlorohydroxyquinoline   20 mgBetamethasone   0.61 mgGentamicin   1 mgTolnaftate   20 mgChlorocresol   1 mg,10 gm,9.61
1787,Betamethasone   0.05% w/wSalicylic Acid   3% w/wUrea   10% w/wLactic Acid Bacillus   3% w/wSodium Lactate   3% w/w,10 gm,6.96
1788,Betamethasone   0.05% Clotrimazole   1% Gentamicin   0.10% Chlorcresol   0.10% ,17 gm,9.14
1789,Betamethasone   0.05% w/wSalicylic Acid   3% w/wUrea   10% w/wLactic Acid Bacillus   3% w/wSodium Lactate   2% w/w,16 gm,9.42
1790,Betamethasone   0.05% w/wNeomycin   0.5% w/wTolnaftate   1% w/wClotrimazole   1% w/wChlorocresol   0.1% w/w,6 gm,6.74
1791,Betamethasone   0.05% w/wGentamicin   0.10% w/wZinc Sulphate   0.5% w/wChlorocresol   0.1% w/w,15 gm,9.56
1792,Betamethasone Sodium Phosphate   2 mgBenzyl Alcohol   4% w/vChlorocresol   0.1% w/v,5 ml,16.09
1793,Pseudoephedrine   80 mgAcetaminophen   50 mgDextromethorphan   10 mgCaffeine   30 mgLoratadine   5 mg,10 Tablet,7.84
1794,Pseudoephedrine   60 mgAcetaminophen   500 mgDextromethorphan   10 mgCaffeine   30 mgLoratadine   5 mg,10 Tablet,7.68
1795,Pseudoephedrine   15 mgParacetamol   125 mgChlorpheniramine Maleate   1 mgSodium Citrate   60 mgMenthol   1 mg,50 ml,10.19
1796,Pseudoephedrine   30 mgChlorpheniramine Maleate   2 mgParacetamol   125 mgSodium Citrate   60 mgMenthol   1 mg,60 ml,10.6
1797,Pseudoephedrine   30 mgDiphenhydramine   20 mgAmmonium Chloride   125 mgMenthol   2 mgSodium Citrate   55 mg,50 ml,10.02
1798,Pseudoephedrine   15 mgChlorpheniramine Maleate   1 mgParacetamol   125 mgSodium Citrate   60 mgMenthol   1 mg,60 ml,12.59
1799,Ephedrine   5 mgChlorpheniramine Maleate   2 mgParacetamol   500 mgGuaiphenesin   50 mgBromhexine   4 mg,10 Tablet,3.8
1800,Pseudoephedrine   30 mgDextromethorphan   5 mgPhenylephrine   5 mgDiphenhydramine   15 mgParacetamol   500 mg,10 Tablet,4.96
1801,Ephedrine   10 mgChlorpheniramine Maleate   4 mgAmmonium Chloride   125 mgSodium Citrate   62.5 mgMenthol   1 mg,100 ml,11
1802,Ephedrine   5 mgChlorpheniramine Maleate   4 mgAmmonium Chloride   75 mgSodium Citrate   50 mgMenthol   1 mg,100 ml,13.54
1803,Ephedrine   8 mgSodium Citrate   50 mgDiphenhydramine   14 mgAmmonium Chloride   100 mlMenthol   1 mg,100 ml,10.94
1804,Ephedrine   5 mgChlorpheniramine Maleate   2 mgGuaiphenesin   5 mgSodium Citrate   150 mgMenthol   0.1 mg,100 ml,10.82
1805,Ephedrine   12 mgTheophylline   80 mgPhenobarbitone   4 mgGuaiphenesin   50 mgAlcohol   0.55 ml,200 ml,24.88
1806,Ephedrine   0.75% Menthol   0.50% Camphor   0.50% Eucalyptol   0.50% Castor Oil   0.50% ,10 ml,5.46
1807,Dexamethasone Sodium Phosphate   0.1% w/vCiprofloxacin   0.3% w/vBenzalkonium Chloride   0.02% w/vHydroxypropyl Methyl Cellulose   0.25% w/v,10 ml,11.14
1808,Pseudoephedrine   60 mgChlorpheniramine Maleate   2 mgParacetamol   325 mgBromhexine   4 mgGuaiphenesin   50 mgSerratiopeptidase   5 mg,10 Tablet,6.52
1809,Pseudoephedrine   30 mgChlorpheniramine Maleate   2 mgAmbroxol   15 mgGuaiphenesin   50 mgAmmonium Chloride   100 mgMenthol   1 mg,100 ml,15.64
1810,Framycetin Sulphate   10 mgHydrocortisone Acetate   5.58 mgHeparin Sodium   100 unitsEsculoside   10 mgEthylaminobenzoate (Benzocaine)   10 mgButylamminobenzoate   10 mg,10 gm,17.22
1811,Beta Carotene   10 mgVit A   5000 iuVit E   25 iuVit C   150 mgZinc Sulphate   27.45 mgSelenium Dioxide   70 mcg,10 Tablet,11.12
1812,Aspirin   2.5 mgVit B1   2.5 mgVit B2   2.5 mgLysine   2.5 mgVit B12   5 Vit B6   0.75 mg,200 ml,22.31
1813,Vit B1   15 mgAlpha Lipoic Acid   200 mgBiotin   5 mgFolic Acid (Vit B9)   5 mgMecobalamin   1500 mcgVit B6   5 mg,10 Capsule,18.63
1814,Vit B1   2 mgVit B2   2.54 mgVit C   75 mgNiacinamide   20 mgD-Panthenol   6 mgVit B6   2 mg,120 ml,17.03
1815,Vit B1   100 mgD-Panthenol   50 mgMecobalamin   1500 mcgNicotinamide   100 mgVit B6   100 mgBenzyl Alcohol   2% w/v,2 ml,2.36
1816,Vit A   2500 iuVit E   25 iuVit C   100 mgBetacarotene   6 mgSodium Selenate   55 mcgMolybdenum   25 mcg,10 Tablet,4.76
1817,Vit B1   2.25 mgVit B2   2.5 mgD-Panthenol   2.5 mgNiacinamide   30 mgVit B12   2.5 mcgVit B6   0.75 mg,30 ml,7.33
1818,Vit B1   2.25 mgVit B2   2.5 mgD-Panthenol   2.5 mgNiacinamide   30 mgVit B12   2.5 mcgVit B6   0.75 mg,100 ml,13.25
1819,Vit E   10 iuCarbonyl lron   30 mgFolic Acid (Vit B9)   500 mcgSelenium   30 mcgVit B12   5 mcgZinc Gluconate   6 mcg,200 ml,29.76
1820,Vit A   500 iuVit C   75 mgVit E   25 iuCopper   2 mgSodium Selenate   40 mgZinc Oxide   40 mg,50 Capsule,25.78
1821,Vit A   2500 iuVit B1   1 mgVit B2   1 mgFerric Ammonium Citrate   45 mgNiacinamide   16 mgVit D3   200 iu,30 ml,7.22
1822,Vit A   2500 iuVit B1   1 mgVit B2   1 mgFerric Ammonium Citrate   45 mgNiacinamide   16 mgVit D3   200 iu,100 ml,12.74
1823,Thiamine Hydrochloride   2.5 mgRiboflavin   2.5 mgPyridoxine Hydrochloride IP   1 mgCyanocobalamin   5 mcgD-Panthenol   2.5 mgNiacinamide   25 mg,100 ml,14.22
1824,Lycopene   2000 mcgVit A   2500 iuTocopheryl Acetate   10 iuVit C   50 mgZinc Sulphate   27.45 mgSelenium Dioxide   70 mcg,10 Capsule,6.32
1825,Ferrous Fumarate   330 mgFolic Acid (Vit B9)   1.5 mgVit C   150 mgVit B6   3 mgVit B12   10 mcg   75 mg,30 Capsule,18.72
1826,Thiamine   2 mgRiboflavin   2 mgNicotinic Acid   5 mgNiacinamide   15 mgPyridoxine   1.5 mgD-Panthenol   5 mg,120 ml,22.88
1827,Hydroxycobalamin   1000 mcgThiamine   100 mgPyridoxine   50 mgD-Panthenol   50 mgMethyl Paraben   0.1% w/vPropyl Paraben   0.02% w/v,5 ml,9.97
1828,Lycopene   200 mcgMethylcobalamin   500 mcgL-Arginine   50 mgTocopherol   25 iuSelenium   50 mcgZinc   50 mg,10 Capsule,6.96
1829,Vit A   5000 iuAscorbic Acid   75 mgVit E   15 iuZinc   7.5 mgCopper   1 mgBeta Carotene   10 mg,10 Capsule,20.72
1830,Lutein   6.4 mgL-Glutalthione   5 mgVit C   150 mgVit E   25 iuZinc Oxide   40 mgCopper   1 mg,10 Capsule,12.5
1831,Vit B1   2.25 mgVit B2   2.5 mgVit B6   0.75 mgVit B12   2.5 mcgNiacinamide   30 mgD-Panthenol   2.5 mg,100 ml,13.25
1832,Vit B1   10 mgVit B2   2 mgVit B6   2 mgD-Panthenol   5 mgNicotinamide   100 mgBenzyl Alcohol   1.55% w/v,10 ml,7.6
1833,Vit B1   10 mgVit B2   5 mgD-Panthenol   2 mgNiacinamide   20 mgVit B6   1 mgPhenol   0.50% ,10 ml,6
1834,Vit B1   2 mgVit B2   2.5 mgVit B6   0.75 mgNiacinamide   1.5 mgCyanocobalamin   1 mcgD-Panthenol   3 mg,100 ml,11.6
1835,Thiamine   0.33 mgRiboflavin   0.34 mgPyridoxine   0.17 mgD-Panthenol   0.34 mgAscorbic Acid   8.33 mgNiacinamide   3.34 mg,200 ml,18.64
1836,Vit B1   2.5 mgVit B2   2.5 mgVit B6   0.75 mgNiacinamide   25 mgVit B12   3 mcgD-Panthenol   5 mg,200 ml,27.06
1837,Ciprofloxacin   1% w/wMetronidazole   1% w/wClobetasol Propionate   0.05% w/wMethyl Paraben   0.2% w/wPropyl Paraben   0.02% w/wTerbinafine   1% w/w,35 gm,13.8
1838,Pseudoephedrine   30 mgChlorpheniramine Maleate   2 mgAmbroxol   15 mgGuaiphenesin   50 mgAmmonium Chloride   100 mgMenthol   1 mg,100 ml,15.64
1839,Pseudoephedrine   60 mgChlorpheniramine Maleate   2 mgParacetamol   325 mgGuaiphenesin   50 mgBromhexine   4 mgSerratiopeptidase   5 mg,10 Tablet,6.52
1840,Ephedrine   0.75% mgCamphor   0.50% mgEucalyptol   0.50% Castor Oil   0.50% ,10 ml,5.32
1841,Vit A   2500 iuVit E   10 iuAscorbic Acid   50 mgPyridoxine   1.5 mgCyanocobalamin   1 mcgFolic Acid (Vit B9)   300 mcgSelenium   100 mcg,10 Tablet,4.88
1842,Vit A   2500 iuAscorbic Acid   50 mgVit E   10 iuPyridoxine   1.5 mgVit B12   1 mcgFolic Acid (Vit B9)   300 mcgSelenium   55 mcg,10 Tablet,4.86
1843,Vit A   2500 iuAscorbic Acid   50 mgVit E   10 iuPyridoxine   1.5 mgVit B12   1 mcgFolic Acid (Vit B9)   300 mcgSelenium   163.3 mcg,10 Tablet,3.54
1844,Aspirin   10 mgVit B1   2.5 Vit B2   2.5 mgNicotinamide   22.5 mgPanthenol   3 mgVit B12   2.5 mcgVit B6   0.75 mg,200 ml,25.78
1845,Iron   50 mgCalcium   72 mgVit B2   2 mgVit B6   1 mgVit C   35 mgVit B12   1 mcgFolic Acid (Vit B9)   0.3 mg,30 Tablet,13.86
1846,Aspirin   10 mgVit B1   2.5 mgVit B2   3.5 mgLysine   300 mgNiacinamide   25 mgVit B12   3 mcgVit B6   1 mg,100 ml,15.89
1847,Iron   25 mgCalcium   36 mgVit B2   2 mgVit B6   1 mgVit C   35 mgVit B12   1 mcgFolic Acid (Vit B9)   0.3 mg,40 Tablet,16.62
1848,Aspirin   10 mgVit B1   2.25 mgVit B2   2.5 mgFerrous Gluconate   75 mgNiacinamide   22.5 mgVit B12   2.5 mcgVit B6   0.75 mg,200 ml,22.32
1849,Vit B1   1 mgVit B2   1 mgDiastase   28 mgPepsin   10 mgNiacinamide   10 mgVit B12   0.5 mcgVit B6   0.5 mg,200 ml,24.09
1850,Thiamine   10 mgRiboflavin   10 mgDried Yeast   50 mgNicotinamide   50 mgCyanocobalamin   5 mcgCalcium Pantothenate   10 mgPyridoxine   3 mg,300 Tablet,117.39
1851,Vit A   5000 iuVit C   100 mgVit E   25 iuBetacarotene   25 mgSelenium   75 mcgManganese   1.5 mgZinc   27.45 mg,10 Capsule,13
1852,Vit A   2500 iuVit E   25 mgBetacarotene   10 mgManganese   2 mgCopper Sulphate   1 mgSelenium   75 mcgZinc Sulphate   61.8 mg,30 Capsule,21.04
1853,Betacarotene   10 mgVit E   25 mgVit C   100 mgSelenium   150 mgCopper   1 mgZinc   7.5 mgManganese   5.4 mg,30 Tablet,15.38
1854,Thiamine   5 mgFerrous Fumarate   200 mgAscorbic Acid   75 mgRiboflavin   5 mgFolic Acid (Vit B9)   1.5 mgCyanocobalamin   5 mcgPyridoxine   1.5 mg,10 Capsule,5.52
1855,Thyroid   15 mgTocopheryl Acetate   10 mgThiamine   2.5 mgRiboflavin   2.5 mgNicotinamide   25 mgCalcium Pantothenate   5 mgPyridoxine   1 mg,10 Tablet,5.96
1856,Vit B1   4.5 mgVit B2   3 mgVit B6   1.5 mgD-Panthenol   6 mgCyanocobalamin   3 mcgNicotinamide   45 mgAlcohol   1.425 ml,170 ml,16.32
1857,Vit A   316.66 iuVit B1   0.26 mgVit C   4.16 mgCalcium Lactate   2.5 mgLysine   1000 mgVit D3   25 iuZinc Sulphate   1.5 mg,200 ml,32.64
1858,Ferrous Gluconate   200 mgVit B12   2.5 mcgVit B1   2.25 mgVit B2   2.5 mgVit B6   0.75 mgD-Panthenol   2.5 mgNiacinamide   22.5 mg,100 ml,14.23
1859,Beta Carotene   10 mgVit E   25 iuVit C   100 mgCopper   1.5 mgManganese   1.5 mgZinc   7.5 mgSelenium   150 mcg,10 Capsule,7.84
1860,Beta Carotene   10 mgVit E   25 mgVit C   100 mgCopper   1 mgMagnesium   1.5 mgZinc   7.5 mgSelenium   150 mcg,10 Capsule,8.74
1861,Thiamine Hydrochloride   2 mgRiboflavin   1.80 mgPyridoxine Hydrochloride IP   0.75 mgD-Panthenol   3 mgNiacinamide   15 mgCholine Dihydrogen Citrate   87.5 mgLysine   70 mg,200 ml,23.52
1862,Silymarin   35 mgThiamine Hydrochloride   1.5 mgPyridoxine Hydrochloride IP   1.5 mgNiacinamide   20 mgD-Panthenol   5 mgVit B12   1 mcgRiboflavin   1.5 mg,100 ml,22.52
1863,Betacarotene   20 mgLutein   8 mgSelenium   100 mcgVit C   75 mgZinc Sulphate   10 mgCupric Sulphate   2 mgManganese Sulphate   2 mg,15 Capsule,12.2
1864,Levocarnitine   50 mgThiamine   1 mgRiboflavin   1.5 mgPyridoxine   0.75 mgCyanocobalamin   0.5 mcgNiacinamide   1.5 mgSorbitol   70% ,100 ml,36.64
1865,Levocarnitine   50 mgThiamine   1 mgRiboflavin   1.5 mgPyridoxine   0.75 mgCyanocobalamin   0.5 mcgNiacinamide   1.5 mgSorbitol   70% ,30 ml,15.03
1866,Thiamine   2 mgRiboflavin   2.5 mgPyridoxine   0.75 mgNicotinamide   15 mgCyanocobalamin   2 mcgPanthenol   3 mgSorbitol   70% ,100 ml,14.18
1867,Thiamine   2 mgRiboflavin   2.5 mgPyridoxine   0.75 mgNicotinamide   15 mgCyanocobalamin   2 mcgPanthenol   3 mgSorbitol   70% ,30 ml,7.3
1868,Glutamic Acid   100 mgMethylcobalamin   1500 mcgVit E   25 mgVit B1   10 mgVit B2   3 mgDibasic Calcium Phosphate   50 mgFolic Acid (Vit B9)   1 mg,10 Capsule,12.53
1869,Thiamine   2 mgRiboflavin   1.80 mgPyridoxine   0.75 mgD-Panthenol   3 mgCholine Dihydrogen Citrate   87.5 mgNiacinamide   15 mgLysine   70 mg,100 ml,14
1870,Thiamine   2 mgRiboflavin   1.80 mgPyridoxine   0.75 mgD-Panthenol   3 mgCholine Dihydrogen Citrate   87.5 mgNiacinamide   15 mgLysine   70 mg,30 ml,7.55
1871,Vit B1   1 mgVit B2   1 mgFungal Diastase   33.33 mgPepsin   5 mgNiacinamide   10 mgVit B12   1 mcgVit B6   1 mg,10 ml,7.37
1872,Vit B1   1 mgVit B2   1 mgFungal Diastase   33.33 mgPepsin   5 mgNiacinamide   10 mgVit B12   1 mcgVit B6   1 mcg,15 ml,8.28
1873,Vit B1   2 mgVit B2   2.5 mgVit B6   0.75 mgNiacinamide   15 mgCyanocobalamin   2 mcgD-Panthenol   3 mgLysine   375 mg,50 ml,9.61
1874,Vit B1   2 mgVit B2   2.5 mgVit B6   0.75 mgNiacinamide   15 mgCyanocobalamin   2 mcgD-Panthenol   3 mgLysine   375 mg,150 ml,18.94
1875,Vit B1   2 mgVit B2   2 mgD-Panthenol   3 mgL-Lysine   25 mgNiacinamide   15 mgVit B12   1 mcgVit B6   1 mg,30 ml,7.22
1876,Vit B1   2 mgVit B2   2 mgD-Panthenol   3 mgL-Lysine   25 mgNiacinamide   15 mgVit B12   1 mcgVit B6   1 mg,100 ml,12.72
1877,Vit E   200 mgVit C   150 mgEPA (Eicosapentaenoic Acid)   90 mgDHA (Decosahexanoic Acid)   60 mgZinc   15 mgChromium (Chromic)   65 mcgSelenium   60 mcg,10 Capsule,9.9
1878,Beta Carotene   6 mgVit C   150 mgVit E   25 mgZinc   40 mgSelenium   40 mcgCopper   2 mgManganese   5 mg,6 Capsule,6.78
1879,Thiamine   100 mgRiboflavin   5 mgPyridoxine   100 mgCyanocobalamin   1000 mcgNicotinamide   100 mgD-Panthenol   50 mgBenzyl Alcohol   1% w/v,3 ml,4.97
1880,Thiamine Hydrochloride   50 mgRiboflavin   2 mgPyridoxine Hydrochloride IP   2 mgCyanocobalamin   50 mcgNiacinamide   100 mgD-Panthenol   5 mgBenzyl Alcohol   2% v/v,11 ml,15.94
1881,Pepsin   5 mgDiastase   6 mgThiamine   1 mgRiboflavin   1 mgPyridoxine   1 mgCyanocobalamin   1 mcgCyproheptadine   0.5 mg,15 ml,7.46
1882,Vit B1   2 mgVit B2   2.5 mgVit B6   0.75 mgNiacinamide   15 mgCyanocobalamin   1 mcgD-Panthenol   3 mgLysine   375 mg,200 ml,18.86
1883,Thiamine   2 mgRiboflavin   1 mgPyridoxine   1.5 mgD-Panthenol   1.5 mgNiacinamide   15 mgFungal Diastase   18.75 mgPepsin   12.5 mg,100 ml,12.56
1884,Thiamine   2.5 mgRiboflavin   2.5 mgVit B6   1 mgCyanocobalamin   5 mcgNiacinamide   25 mgAlcohol   1.58 ml,200 ml,19.26
1885,Vit A   1000 iuVit D   75 iuThiamine   0.75 mgRiboflavin   0.75 mgFerric Ammonium Citrate   47.50 mgNiacinamide   10 mg,450 ml,47.4
1886,Thiamine   10 mgRiboflavin   3 mgVit B6   5 Niacinamide   100 mgCyanocobalamin   25 mcgLiver Inj.Crude I.P   0.66 mlPhenol   0.5% w/v,10 ml,11.6
1887,Vit B1   4.5 mgVit B2   5 mgVit B6   1.5 mgVit B12   5 mcgNiacinamide   45 mgD-Panthenol   5 mgFolic Acid (Vit B9)   1 mgVit C   75 mg,10 Capsule,7.9
1888,Vit B1   4.5 mgVit B2   5 mgVit B6   1.5 mgVit B12   5 mcgNiacinamide   45 mgVit E   15 mgVit C   75 mgZinc   22.5 mg,10 Capsule,8.58
1889,Zinc Sulphate   25 mgIron   50 mgCalcium   72 mgVit B2   2 mgVit B6   1 mgVit C   35 mgVit B12   1 mcgFolic Acid (Vit B9)   0.3 mg,30 Capsule,20.76
1890,Aspirin   10 mgVit B1   1.5 mgVit B2   1.5 mgNiacinamide   20 mgPanthenol   5 mgSilymarin   35 mgVit B12   1 mcgVit B6   1.5 mg,100 ml,22.33
1891,Vit B1   5 mgVit B2   5 mgVit B6   3 mgVit C   40 mgSodium Feredetate   231 mgFolic Acid (Vit B9)   0.5 mgL-Lysine   25 mgZinc Sulphate   50 mg,10 Tablet,4.95
1892,Pepsin   12.5 mgFungal Diastase   750 mgThiamine   2 mgRiboflavin   1 mgPyridoxine   1.5 mgNiacinamide   15 Calcium Pantothenate   2.5 mgCyanocobalamin   1 mcg,10 Tablet,8.75
1893,Vit A   2500 iuVit B1   0.5 mgVit B2   0.5 mgVit B6   0.5 mgVit C   25 mgCholecalciferol   200 iuNiacinamide   5 mgD-Pantothenate   1.5 mg,10 ml,9.38
1894,Vit A   2500 iuVit B1   0.5 mgVit B2   0.5 mgVit B6   0.5 mgVit C   25 mgCholecalciferol   200 iuNiacinamide   5 mgD-Pantothenate   1.5 mg,30 ml,15.65
1895,Vit A   1000 iuVit B1   1 mgVit B2   0.6 mgFerrous Gluconate   17.14 mgVit B12   1 mcgVit B6   0.6 mgVit D3   200 iuZinc Gluconate   6.97 mg,30 ml,10.92
1896,Sodium Ascorbate   10 mgVit A   1250 iuVit B1   1 mgVit B2   1 mgVit C   15 mgCalcium Lactate   100 mgNiacinamide   13 mgVit D3   100 iu,500 ml,45.2
1897,Vit A   5000 iuVit E   15 iuVit C   75 mgZinc Sulphate   7.5 mgCopper Sulphate   1 mgManganese Sulphate   15 mgBeta Carotene   10 mgSelenium   150 mcg,10 Capsule,7.97
1898,Protein Hydrolysate   1 gmVit B1   2 mgVit B2   1 mgVit B6   1 mgCyanocobalamin   7.5 mcgFerric Ammonium Citrate   200 mgL-Lysine   2.5 mgZinc Sulphate   40 mg,200 ml,44.78
1899,Zinc Gluconate   34.9 mgVit B1   2.5 mgVit B2   2.5 mgVit B6   1 mgVit B12   3 mcgVit C   50 mgD-Panthenol   12.5 mgNiacinamide   25 mg,200 ml,25.98
1900,Beta Carotene   10000 iuVit C   300 mgVit E   100 iuVit B2   20 mgSelenium   50 mcgZinc   40 mgCopper   2 mgLutein   4 mcg,30 Tablet,279.22
1901,Diastase   20 mgPepsin   20 mgThiamine   1 mgRiboflavin   1 mgPyridoxine   0.5 mgNiacinamide   15 mgD-Panthenol   2 mgCyanocobalamin   0.5 mg,100 ml,13.75
1902,Diastase   20 mgPepsin   20 mgThiamine   1 mgRiboflavin   1 mgPyridoxine   0.5 mgNiacinamide   15 mgD-Panthenol   2 mgCyanocobalamin   0.5 mg,30 ml,7.65
1903,Vit A   3000 iuVit D3   400 iuVit B1   1.5 mgVit B2   1.2 mgVit C   50 mgVit B6   1 mgVit B12   3 mgNicotinamide   10 mg,30 ml,7.34
1904,Vit A   3000 iuVit D3   400 iuVit B1   1.5 mgVit B2   1.2 mgVit C   50 mgVit B6   1 mgVit B12   3 mgNicotinamide   10 mg,100 ml,14.3
1905,Glutamic Acid   100 mgMethylcobalamin   500 mcgVit E   25 mgVit B1   10 mgVit B2   3 mgVit B6   1.5 mgDibasic Calcium Phosphate   50 mgFolic Acid (Vit B9)   1 mg,10 Capsule,8.63
1906,Vit A   1000 iuVit D3   100 iuThiamine   5 mgRiboflavin   1.4 mgPyridoxine   1.5 mgVit E   0.5 mgNicotinamide   10 mgD-Panthenol   2.5 mg,10 ml,5.67
1907,Vit B1   2.5 mgVit B2   2.5 mgVit B6   1 mgD-Panthenol   3 mgNicotinamide   25 mgFerrous Gluconate   0.1 gmCyanocobalamin   6.75 mcgYeast   25 mg,200 ml,19.22
1908,Iron   20 mgProtein   0.33 gmVit B2   2.5 mgVit B1   2.25 mgVit B12   2.5 mcgFolic Acid (Vit B9)   0.5 mgVit B6   0.75 mgZinc Sulphate   5 mg,200 ml,27.58
1909,Thiamine   0.33 mgRiboflavin   0.17 mgFerrous Gluconate   13.33 mgFolic Acid (Vit B9)   50 mcgNiacinamide   3.34 mgCyanocobalamin   0.16 mcgProtein Hydrolysate   0.34 mgPyridoxine   0.17 mg,200 ml,18.62
1910,Vit A   750 iuVit D3   200 iuVit B1   0.5 mgVit B2   0.5 mgNiacinamide   5 mgVit B6   0.5 mgCholine Chloride   3.46 mgZinc Gluconate   2.5 mg,30 ml,7.64
1911,Vit A   8330 iuVit D   667 iuVit B1   1.67 mgVit B2   1.67 mgVit B3   16.7 mgVit B5   5 mgVit B6   1.67 mgVit C   83 mg,15 ml,8.8
1912,Vit A   10000 iuVit C   300 mgVit E   100 iuVit B2   20 mgSelenium   50 mcgZinc   40 mgCopper   2 mgLutein   4 mcg,30 Tablet,275.84
1913,Aspirin   10 mgVit B1   1 mgVit B2   2 mgCyproheptadine Hcl   0.5 mgFungal Diastase   6 mgNiacinamide   10 mgPepsin   5 mgVit B12   1 mcgVit B6   1 mg,15 ml,8.06
1914,Vit B1   10 mgVit E   25 mgAlpha Lipoic Acid   50 mgCalcium Phosphate   50 mgInositol   50 mgLight Magnesium Oxide   10 mgMecobalamin   750 mcgNiacinamide   50 mgVit B6   3 mg,10 Tablet,8.2
1915,Vit B6   12 mgVit B12   10 mcgLycopene   3 mgFolic Acid (Vit B9)   375 mcgDl-Methionine   25 mgCholine   5 mgVit C   150 mgVit E   9.3 mgSelenium   25 mcg,10 Capsule,19.24
1916,Vit C   100 mgVit E   25 iuChromium Picolinate   65 mcgFolic Acid (Vit B9)   1.5 mgLycopene   8000 mcgMethylcobalamin   1500 mcgNatural Carotenoids   2500 iuSelenium   60 mcgVit B6   10 mg,10 Capsule,12.81
1917,Vit A   2000 iuCholecalciferol   150 iuVit B1   1.5 mgVit B2   2 mlNicotinamide   20 mgCalcium   85 mgCalcium Citrate   500 mgFolic Acid (Vit B9)   0.3 mgLysine   200 mg,100 ml,14.44
1918,Vit B2   2.5 mgCalcium Gluconate   10 mgD-Panthenol   2.5 mgFerrous Gluconate   100 mgFolic Acid (Vit B9)   0.5 mgNiacinamide   25 mgProtein Hydrolysate   0.5 gmVit B12   2.5 mcgVit B6   1 mg,100 ml,19.93
1919,Vit A   5000 iuVit B1   3.75 mgVit B2   3.75 mgVit B6   1.25 mgVit B12   5 mcgVit C   62.5 mgVit D3   400 iuNiacinamide   25 mgSodium Pantothenate   6.25 mg,100 ml,16.18
1920,Vit B2   2.5 mgCalcium Gluconate   10 mgD-Panthenol   2.5 mgFerrous Gluconate   100 mgFolic Acid (Vit B9)   0.5 mgNiacinamide   25 mgProtein Hydrolysate   0.5 gmVit B12   2.5 mcgVit B6   1 mg,30 ml,9.93
1921,Vit A   5000 iuVit B1   3.75 mgVit B2   3.75 mgVit B6   1.25 mcgVit B12   5 mcgVit C   62.5 mgVit D3   400 iuNiacinamide   25 mgSodium Pantothenate   6.25 mg,30 ml,8.21
1922,Vit A   750 iuCholecalciferol   200 iuVit B1   0.5 mgVit B2   0.5 mgVit B6   0.5 mgNicotinamide   5 mgCalcium   17 mgIron   5 mgLysine   40 mg,20 ml,6.96
